club,coupon_type,alternative,form,freecoupons,price_generic,info_name,mailorder,name,pharmacy,price,retail
1205.08,with free Coupon,Insulin Degludec Liraglutide,package,1151.26,brand,Xultophy,,Xultophy,Albertsons (Sav-on),1179.18,1265
1205.08,with free Discount,Insulin Degludec Liraglutide,package,1151.26,brand,Xultophy,,Xultophy,Walmart,1231.07,1371
1205.08,with free Coupon,Insulin Degludec Liraglutide,package,1151.26,brand,Xultophy,,Xultophy,Safeway,1179.18,1369
1205.08,with free Coupon,Insulin Degludec Liraglutide,package,1151.26,brand,Xultophy,,Xultophy,Target (CVS),1221.2,1369
701.27,with free Coupon,Orlistat,capsule,672.65,brand,Alli,,Xenical,CVS Pharmacy,712.95,798
701.27,with free Coupon,Orlistat,capsule,672.65,brand,Alli,,Xenical,Walgreens,715.5,907
701.27,with free Coupon,Orlistat,capsule,672.65,brand,Alli,,Xenical,Ralphs,672.65,823
701.27,with free Coupon,Orlistat,capsule,672.65,brand,Alli,,Xenical,Costco,692.12,740
701.27,with free Coupon,Orlistat,capsule,672.65,brand,Alli,,Xenical,Rite Aid,717.05,908
701.27,with free Coupon,Orlistat,capsule,672.65,brand,Alli,,Xenical,Vons Pharmacy,688.71,822
701.27,with free Coupon,Orlistat,capsule,672.65,brand,Alli,,Xenical,Albertsons (Sav-on),688.71,822
701.27,with free Discount,Orlistat,capsule,672.65,brand,Alli,,Xenical,Walmart,718.38,779
701.27,with free Coupon,Orlistat,capsule,672.65,brand,Alli,,Xenical,Safeway,688.71,758
701.27,with free Coupon,Orlistat,capsule,672.65,brand,Alli,,Xenical,Target (CVS),712.95,810
6,with free Coupon,Latanoprost,eye dropper,6.99,generic,Latanoprost,10.88,Xalatan,Walgreens,12.77,42
6,with free Coupon,Latanoprost,eye dropper,6.99,generic,Latanoprost,10.88,Xalatan,Target (CVS),14.43,32
6,with free Coupon,Latanoprost,eye dropper,6.99,generic,Latanoprost,10.88,Xalatan,CVS Pharmacy,14.43,32
6,with free Coupon,Latanoprost,eye dropper,6.99,generic,Latanoprost,10.88,Xalatan,Vons Pharmacy,8.84,49
6,with free Discount,Latanoprost,eye dropper,6.99,generic,Latanoprost,10.88,Xalatan,Walmart,17.48,42
6,with free Coupon,Latanoprost,eye dropper,6.99,generic,Latanoprost,10.88,Xalatan,Rite Aid,8.76,79
6,with free Coupon,Latanoprost,eye dropper,6.99,generic,Latanoprost,10.88,Xalatan,Costco,6.99,30
6,with free Coupon,Latanoprost,eye dropper,6.99,generic,Latanoprost,10.88,Xalatan,Ralphs,11.9,45
6,with free Coupon,Latanoprost,eye dropper,6.99,generic,Latanoprost,10.88,Xalatan,Albertsons (Sav-on),8.84,47
6,with free Coupon,Latanoprost,eye dropper,6.99,generic,Latanoprost,10.88,Xalatan,Safeway,8.84,45
,with free Discount,Baloxavir Marboxil,dose pack,157.02,brand,Xofluza,,Xofluza,CVS Pharmacy,157.02,195
,with free Discount,Baloxavir Marboxil,dose pack,157.02,brand,Xofluza,,Xofluza,Walgreens,157.02,194
,with free Coupon,Baloxavir Marboxil,dose pack,157.02,brand,Xofluza,,Xofluza,Ralphs,166.09,189
,with free Coupon,Baloxavir Marboxil,dose pack,157.02,brand,Xofluza,,Xofluza,Costco,161.35,189
,with free Discount,Baloxavir Marboxil,dose pack,157.02,brand,Xofluza,,Xofluza,Rite Aid,157.02,189
,with free Coupon,Baloxavir Marboxil,dose pack,157.02,brand,Xofluza,,Xofluza,Vons Pharmacy,162.96,189
,with free Coupon,Baloxavir Marboxil,dose pack,157.02,brand,Xofluza,,Xofluza,Albertsons (Sav-on),162.96,189
,with free Discount,Baloxavir Marboxil,dose pack,157.02,brand,Xofluza,,Xofluza,Walmart,166.88,185
,with free Coupon,Baloxavir Marboxil,dose pack,157.02,brand,Xofluza,,Xofluza,Safeway,162.96,189
,with free Discount,Baloxavir Marboxil,dose pack,157.02,brand,Xofluza,,Xofluza,Target (CVS),157.02,189
10.88,with free Coupon,,bottle of topical solution,13.17,brand,Xerac Ac,,Xerac Ac,CVS Pharmacy,13.17,26
10.88,with free Coupon,,bottle of topical solution,13.17,brand,Xerac Ac,,Xerac Ac,Walgreens,13.99,43
10.88,with free Coupon,,bottle of topical solution,13.17,brand,Xerac Ac,,Xerac Ac,Ralphs,18.74,26
10.88,with free Coupon,,bottle of topical solution,13.17,brand,Xerac Ac,,Xerac Ac,Costco,15.94,26
10.88,with free Coupon,,bottle of topical solution,13.17,brand,Xerac Ac,,Xerac Ac,Rite Aid,19.09,26
10.88,with free Coupon,,bottle of topical solution,13.17,brand,Xerac Ac,,Xerac Ac,Vons Pharmacy,16.24,26
10.88,with free Coupon,,bottle of topical solution,13.17,brand,Xerac Ac,,Xerac Ac,Albertsons (Sav-on),16.24,26
10.88,with free Discount,,bottle of topical solution,13.17,brand,Xerac Ac,,Xerac Ac,Walmart,15.8,20
10.88,with free Coupon,,bottle of topical solution,13.17,brand,Xerac Ac,,Xerac Ac,Safeway,16.24,26
10.88,with free Coupon,,bottle of topical solution,13.17,brand,Xerac Ac,,Xerac Ac,Target (CVS),13.17,26
363.81,with free Coupon,Oxycodone,capsule,352.06,brand,Oxycodone,,Xtampza Er,CVS Pharmacy,372.5,402
363.81,with free Discount,Oxycodone,capsule,352.06,brand,Oxycodone,,Xtampza Er,Walgreens,374.07,
363.81,with free Coupon,Oxycodone,capsule,352.06,brand,Oxycodone,,Xtampza Er,Ralphs,352.06,411
363.81,with free Discount,Oxycodone,capsule,352.06,brand,Oxycodone,,Xtampza Er,Costco,396.97,410
363.81,with free Coupon,Oxycodone,capsule,352.06,brand,Oxycodone,,Xtampza Er,Rite Aid,375.62,599
363.81,with free Coupon,Oxycodone,capsule,352.06,brand,Oxycodone,,Xtampza Er,Vons Pharmacy,372.94,411
363.81,with free Coupon,Oxycodone,capsule,352.06,brand,Oxycodone,,Xtampza Er,Albertsons (Sav-on),372.94,411
363.81,with free Coupon,Oxycodone,capsule,352.06,brand,Oxycodone,,Xtampza Er,Safeway,372.94,411
363.81,with free Coupon,Oxycodone,capsule,352.06,brand,Oxycodone,,Xtampza Er,Target (CVS),372.5,399
28.64,with free Coupon,Levalbuterol,inhaler,32.39,generic,Levalbuterol,77,Xopenex Hfa,Walgreens,32.39,55
28.64,with free Coupon,Levalbuterol,inhaler,32.39,generic,Levalbuterol,77,Xopenex Hfa,Rite Aid,37.85,83
28.64,retail price,Levalbuterol,inhaler,32.39,generic,Levalbuterol,77,Xopenex Hfa,Walmart,60.18,
28.64,with free Coupon,Levalbuterol,inhaler,32.39,generic,Levalbuterol,77,Xopenex Hfa,Safeway,43.3,62
28.64,with free Coupon,Levalbuterol,inhaler,32.39,generic,Levalbuterol,77,Xopenex Hfa,Vons Pharmacy,43.3,91
28.64,with free Coupon,Levalbuterol,inhaler,32.39,generic,Levalbuterol,77,Xopenex Hfa,Albertsons (Sav-on),43.3,91
28.64,retail price,Levalbuterol,inhaler,32.39,generic,Levalbuterol,77,Xopenex Hfa,CVS Pharmacy,54.01,
28.64,with free Coupon,Levalbuterol,inhaler,32.39,generic,Levalbuterol,77,Xopenex Hfa,Costco,65.21,75
28.64,with free Coupon,Levalbuterol,inhaler,32.39,generic,Levalbuterol,77,Xopenex Hfa,Ralphs,45.8,73
28.64,retail price,Levalbuterol,inhaler,32.39,generic,Levalbuterol,77,Xopenex Hfa,Target (CVS),53.99,
637.01,with free Coupon,Lifitegrast,carton,633.37,brand,Xiidra,,Xiidra,CVS Pharmacy,659.38,705
637.01,with free Coupon,Lifitegrast,carton,633.37,brand,Xiidra,,Xiidra,Walgreens,661.78,743
637.01,with free Coupon,Lifitegrast,carton,633.37,brand,Xiidra,,Xiidra,Ralphs,644.32,735
637.01,with free Coupon,Lifitegrast,carton,633.37,brand,Xiidra,,Xiidra,Costco,640.12,710
637.01,with free Coupon,Lifitegrast,carton,633.37,brand,Xiidra,,Xiidra,Rite Aid,663.33,789
637.01,retail price,Lifitegrast,carton,633.37,brand,Xiidra,,Xiidra,Vons Pharmacy,633.38,
637.01,retail price,Lifitegrast,carton,633.37,brand,Xiidra,,Xiidra,Albertsons (Sav-on),633.37,
637.01,with free Discount,Lifitegrast,carton,633.37,brand,Xiidra,,Xiidra,Walmart,664.34,701
637.01,retail price,Lifitegrast,carton,633.37,brand,Xiidra,,Xiidra,Safeway,633.37,
637.01,with free Coupon,Lifitegrast,carton,633.37,brand,Xiidra,,Xiidra,Target (CVS),659.38,721
2.54,with free Coupon,Alprazolam,tablet,6.63,generic,Xanax,6.3,Xanax,Costco,6.63,19
2.54,with free Discount,Alprazolam,tablet,6.63,generic,Xanax,6.3,Xanax,Walgreens,11.7,
2.54,with free Coupon,Alprazolam,tablet,6.63,generic,Xanax,6.3,Xanax,CVS Pharmacy,16.99,20
2.54,with free Coupon,Alprazolam,tablet,6.63,generic,Xanax,6.3,Xanax,Ralphs,8.69,16
2.54,with free Coupon,Alprazolam,tablet,6.63,generic,Xanax,6.3,Xanax,Safeway,11.08,37
2.54,with free Coupon,Alprazolam,tablet,6.63,generic,Xanax,6.3,Xanax,Vons Pharmacy,11.08,29
2.54,with free Discount,Alprazolam,tablet,6.63,generic,Xanax,6.3,Xanax,Walmart,10.71,
2.54,with free Coupon,Alprazolam,tablet,6.63,generic,Xanax,6.3,Xanax,Albertsons (Sav-on),11.08,32
2.54,with free Coupon,Alprazolam,tablet,6.63,generic,Xanax,6.3,Xanax,Rite Aid,9.9,27
2.54,with free Coupon,Alprazolam,tablet,6.63,generic,Xanax,6.3,Xanax,Target (CVS),16.99,20
,with free Discount,Dapagliflozin and Metformin,tablet,529.74,brand,Xigduo Xr,,Xigduo Xr,CVS Pharmacy,529.74,641
,with free Discount,Dapagliflozin and Metformin,tablet,529.74,brand,Xigduo Xr,,Xigduo Xr,Walgreens,529.74,646
,with free Discount,Dapagliflozin and Metformin,tablet,529.74,brand,Xigduo Xr,,Xigduo Xr,Ralphs,529.74,632
,with free Coupon,Dapagliflozin and Metformin,tablet,529.74,brand,Xigduo Xr,,Xigduo Xr,Costco,587.92,640
,with free Discount,Dapagliflozin and Metformin,tablet,529.74,brand,Xigduo Xr,,Xigduo Xr,Rite Aid,529.74,703
,with free Discount,Dapagliflozin and Metformin,tablet,529.74,brand,Xigduo Xr,,Xigduo Xr,Vons Pharmacy,529.74,600
,with free Discount,Dapagliflozin and Metformin,tablet,529.74,brand,Xigduo Xr,,Xigduo Xr,Albertsons (Sav-on),529.74,610
,with free Discount,Dapagliflozin and Metformin,tablet,529.74,brand,Xigduo Xr,,Xigduo Xr,Walmart,535.24,625
,with free Discount,Dapagliflozin and Metformin,tablet,529.74,brand,Xigduo Xr,,Xigduo Xr,Safeway,529.74,601
,with free Discount,Dapagliflozin and Metformin,tablet,529.74,brand,Xigduo Xr,,Xigduo Xr,Target (CVS),529.74,639
2126.13,with free Coupon,Rifaximin,tablet,2026.26,brand,Xifaxan,2005.5,Xifaxan,Walgreens,2157.12,2500
2126.13,with free Coupon,Rifaximin,tablet,2026.26,brand,Xifaxan,2005.5,Xifaxan,CVS Pharmacy,2150.37,2342
2126.13,with free Coupon,Rifaximin,tablet,2026.26,brand,Xifaxan,2005.5,Xifaxan,Ralphs,2026.26,2377
2126.13,with free Coupon,Rifaximin,tablet,2026.26,brand,Xifaxan,2005.5,Xifaxan,Costco,2087.64,2220
2126.13,with free Coupon,Rifaximin,tablet,2026.26,brand,Xifaxan,2005.5,Xifaxan,Safeway,2075.84,2138
2126.13,with free Coupon,Rifaximin,tablet,2026.26,brand,Xifaxan,2005.5,Xifaxan,Albertsons (Sav-on),2075.84,2117
2126.13,with free Coupon,Rifaximin,tablet,2026.26,brand,Xifaxan,2005.5,Xifaxan,Target (CVS),2150.37,2416
2126.13,with free Coupon,Rifaximin,tablet,2026.26,brand,Xifaxan,2005.5,Xifaxan,Vons Pharmacy,2075.84,2192
2126.13,with free Discount,Rifaximin,tablet,2026.26,brand,Xifaxan,2005.5,Xifaxan,Walmart,2168.87,2277
2126.13,with free Coupon,Rifaximin,tablet,2026.26,brand,Xifaxan,2005.5,Xifaxan,Rite Aid,2139.37,2512
28.17,with free Coupon,Ortho Evra,package,41.05,generic,Xulane,185.04,Xulane,CVS Pharmacy,48.88,88
28.17,with free Coupon,Ortho Evra,package,41.05,generic,Xulane,185.04,Xulane,Walgreens,49.5,164
28.17,with free Coupon,Ortho Evra,package,41.05,generic,Xulane,185.04,Xulane,Ralphs,45.12,263
28.17,with free Discount,Ortho Evra,package,41.05,generic,Xulane,185.04,Xulane,Costco,80.79,160
28.17,with free Coupon,Ortho Evra,package,41.05,generic,Xulane,185.04,Xulane,Rite Aid,41.05,150
28.17,with free Coupon,Ortho Evra,package,41.05,generic,Xulane,185.04,Xulane,Vons Pharmacy,63.8,138
28.17,with free Coupon,Ortho Evra,package,41.05,generic,Xulane,185.04,Xulane,Albertsons (Sav-on),63.8,153
28.17,with free Discount,Ortho Evra,package,41.05,generic,Xulane,185.04,Xulane,Walmart,123.52,149
28.17,with free Coupon,Ortho Evra,package,41.05,generic,Xulane,185.04,Xulane,Safeway,63.8,152
28.17,with free Coupon,Ortho Evra,package,41.05,generic,Xulane,185.04,Xulane,Target (CVS),48.88,88
528.72,with free Coupon,Rivaroxaban,tablet,520.72,brand,Xarelto,504.23,Xarelto,Costco,523.11,569
528.72,with free Coupon,Rivaroxaban,tablet,520.72,brand,Xarelto,504.23,Xarelto,CVS Pharmacy,538.87,572
528.72,with free Coupon,Rivaroxaban,tablet,520.72,brand,Xarelto,504.23,Xarelto,Rite Aid,537.27,654
528.72,with free Coupon,Rivaroxaban,tablet,520.72,brand,Xarelto,504.23,Xarelto,Ralphs,526.96,591
528.72,with free Discount,Rivaroxaban,tablet,520.72,brand,Xarelto,504.23,Xarelto,Walmart,544.27,561
528.72,with free Coupon,Rivaroxaban,tablet,520.72,brand,Xarelto,504.23,Xarelto,Safeway,520.72,527
528.72,with free Coupon,Rivaroxaban,tablet,520.72,brand,Xarelto,504.23,Xarelto,Target (CVS),538.87,579
528.72,with free Coupon,Rivaroxaban,tablet,520.72,brand,Xarelto,504.23,Xarelto,Albertsons (Sav-on),527.99,530
528.72,with free Coupon,Rivaroxaban,tablet,520.72,brand,Xarelto,504.23,Xarelto,Vons Pharmacy,527.99,529
528.72,with free Coupon,Rivaroxaban,tablet,520.72,brand,Xarelto,504.23,Xarelto,Walgreens,548.06,627
880.25,with free Coupon,Aspirin Omeprazole Dr,tablet,481.02,generic,Yosprala,,Yosprala,CVS Pharmacy,510.25,
880.25,with free Coupon,Aspirin Omeprazole Dr,tablet,481.02,generic,Yosprala,,Yosprala,Walgreens,481.02,
880.25,with free Coupon,Aspirin Omeprazole Dr,tablet,481.02,generic,Yosprala,,Yosprala,Ralphs,823.85,
880.25,with free Coupon,Aspirin Omeprazole Dr,tablet,481.02,generic,Yosprala,,Yosprala,Costco,1112.75,
880.25,with free Coupon,Aspirin Omeprazole Dr,tablet,481.02,generic,Yosprala,,Yosprala,Rite Aid,630.5,
880.25,with free Coupon,Aspirin Omeprazole Dr,tablet,481.02,generic,Yosprala,,Yosprala,Vons Pharmacy,950.5,
880.25,with free Coupon,Aspirin Omeprazole Dr,tablet,481.02,generic,Yosprala,,Yosprala,Albertsons (Sav-on),950.5,
880.25,with free Discount,Aspirin Omeprazole Dr,tablet,481.02,generic,Yosprala,,Yosprala,Walmart,950.25,
880.25,with free Coupon,Aspirin Omeprazole Dr,tablet,481.02,generic,Yosprala,,Yosprala,Safeway,950.5,
880.25,with free Coupon,Aspirin Omeprazole Dr,tablet,481.02,generic,Yosprala,,Yosprala,Target (CVS),510.25,
9.39,with free Coupon,"Syeda,Zumandimine,Ocella,Zarah,Drospirenone Ethinyl Estradiol",package,11.99,generic,Yasmin,15,Yasmin,Costco,11.99,64
9.39,with free Coupon,"Syeda,Zumandimine,Ocella,Zarah,Drospirenone Ethinyl Estradiol",package,11.99,generic,Yasmin,15,Yasmin,Walgreens,24.91,71
9.39,with free Discount,"Syeda,Zumandimine,Ocella,Zarah,Drospirenone Ethinyl Estradiol",package,11.99,generic,Yasmin,15,Yasmin,CVS Pharmacy,21.65,70
9.39,with free Coupon,"Syeda,Zumandimine,Ocella,Zarah,Drospirenone Ethinyl Estradiol",package,11.99,generic,Yasmin,15,Yasmin,Rite Aid,18.84,79
9.39,with free Discount,"Syeda,Zumandimine,Ocella,Zarah,Drospirenone Ethinyl Estradiol",package,11.99,generic,Yasmin,15,Yasmin,Ralphs,12.46,64
9.39,with free Discount,"Syeda,Zumandimine,Ocella,Zarah,Drospirenone Ethinyl Estradiol",package,11.99,generic,Yasmin,15,Yasmin,Walmart,22.61,51
9.39,with free Coupon,"Syeda,Zumandimine,Ocella,Zarah,Drospirenone Ethinyl Estradiol",package,11.99,generic,Yasmin,15,Yasmin,Target (CVS),21.87,70
9.39,with free Discount,"Syeda,Zumandimine,Ocella,Zarah,Drospirenone Ethinyl Estradiol",package,11.99,generic,Yasmin,15,Yasmin,Safeway,12.42,71
9.39,with free Discount,"Syeda,Zumandimine,Ocella,Zarah,Drospirenone Ethinyl Estradiol",package,11.99,generic,Yasmin,15,Yasmin,Albertsons (Sav-on),12.42,69
9.39,with free Discount,"Syeda,Zumandimine,Ocella,Zarah,Drospirenone Ethinyl Estradiol",package,11.99,generic,Yasmin,15,Yasmin,Vons Pharmacy,12.42,67
10.94,with free Coupon,"Drospirenone Ethinyl Estradiol,Jasmiel,Gianvi,Loryna,Vestura,Lo Zumandimine,Nikki",package,12.46,generic,Yaz,81.76,Yaz,Rite Aid,16.24,78
10.94,with free Coupon,"Drospirenone Ethinyl Estradiol,Jasmiel,Gianvi,Loryna,Vestura,Lo Zumandimine,Nikki",package,12.46,generic,Yaz,81.76,Yaz,CVS Pharmacy,21.95,65
10.94,with free Coupon,"Drospirenone Ethinyl Estradiol,Jasmiel,Gianvi,Loryna,Vestura,Lo Zumandimine,Nikki",package,12.46,generic,Yaz,81.76,Yaz,Costco,16.94,88
10.94,with free Discount,"Drospirenone Ethinyl Estradiol,Jasmiel,Gianvi,Loryna,Vestura,Lo Zumandimine,Nikki",package,12.46,generic,Yaz,81.76,Yaz,Walmart,23.55,84
10.94,with free Discount,"Drospirenone Ethinyl Estradiol,Jasmiel,Gianvi,Loryna,Vestura,Lo Zumandimine,Nikki",package,12.46,generic,Yaz,81.76,Yaz,Vons Pharmacy,12.46,76
10.94,with free Discount,"Drospirenone Ethinyl Estradiol,Jasmiel,Gianvi,Loryna,Vestura,Lo Zumandimine,Nikki",package,12.46,generic,Yaz,81.76,Yaz,Albertsons (Sav-on),12.46,76
10.94,with free Coupon,"Drospirenone Ethinyl Estradiol,Jasmiel,Gianvi,Loryna,Vestura,Lo Zumandimine,Nikki",package,12.46,generic,Yaz,81.76,Yaz,Target (CVS),21.95,65
10.94,with free Coupon,"Drospirenone Ethinyl Estradiol,Jasmiel,Gianvi,Loryna,Vestura,Lo Zumandimine,Nikki",package,12.46,generic,Yaz,81.76,Yaz,Walgreens,28.84,69
10.94,with free Discount,"Drospirenone Ethinyl Estradiol,Jasmiel,Gianvi,Loryna,Vestura,Lo Zumandimine,Nikki",package,12.46,generic,Yaz,81.76,Yaz,Ralphs,12.88,76
10.94,with free Discount,"Drospirenone Ethinyl Estradiol,Jasmiel,Gianvi,Loryna,Vestura,Lo Zumandimine,Nikki",package,12.46,generic,Yaz,81.76,Yaz,Safeway,12.46,76
135.55,with free Discount,"Vagifem,Estradiol",dose pack,121.48,generic,Vagifem,359.76,Yuvafem,CVS Pharmacy,144.13,224
135.55,with free Discount,"Vagifem,Estradiol",dose pack,121.48,generic,Vagifem,359.76,Yuvafem,Target (CVS),144.13,574
135.55,with free Discount,"Vagifem,Estradiol",dose pack,121.48,generic,Vagifem,359.76,Yuvafem,Ralphs,121.48,574
135.55,retail price,"Vagifem,Estradiol",dose pack,121.48,generic,Vagifem,359.76,Yuvafem,Walmart,174.7,
135.55,with free Discount,"Vagifem,Estradiol",dose pack,121.48,generic,Vagifem,359.76,Yuvafem,Costco,147.85,519
135.55,with free Discount,"Vagifem,Estradiol",dose pack,121.48,generic,Vagifem,359.76,Yuvafem,Rite Aid,149.54,510
135.55,with free Discount,"Vagifem,Estradiol",dose pack,121.48,generic,Vagifem,359.76,Yuvafem,Vons Pharmacy,133.43,493
135.55,with free Discount,"Vagifem,Estradiol",dose pack,121.48,generic,Vagifem,359.76,Yuvafem,Safeway,133.43,493
135.55,with free Discount,"Vagifem,Estradiol",dose pack,121.48,generic,Vagifem,359.76,Yuvafem,Albertsons (Sav-on),133.43,488
135.55,with free Coupon,"Vagifem,Estradiol",dose pack,121.48,generic,Vagifem,359.76,Yuvafem,Walgreens,163.24,279
,with free Coupon,Everolimus,tablet,592.54,generic,Zortress,1225.2,Zortress,CVS Pharmacy,698.65,2524
,with free Coupon,Everolimus,tablet,592.54,generic,Zortress,1225.2,Zortress,Walgreens,712.56,2533
,with free Coupon,Everolimus,tablet,592.54,generic,Zortress,1225.2,Zortress,Ralphs,592.54,2817
,with free Coupon,Everolimus,tablet,592.54,generic,Zortress,1225.2,Zortress,Costco,1400.2,2817
,with free Coupon,Everolimus,tablet,592.54,generic,Zortress,1225.2,Zortress,Rite Aid,644.28,2360
,with free Coupon,Everolimus,tablet,592.54,generic,Zortress,1225.2,Zortress,Vons Pharmacy,1390.5,2817
,with free Coupon,Everolimus,tablet,592.54,generic,Zortress,1225.2,Zortress,Albertsons (Sav-on),1390.5,2817
,with free Discount,Everolimus,tablet,592.54,generic,Zortress,1225.2,Zortress,Walmart,1911.85,2103
,with free Coupon,Everolimus,tablet,592.54,generic,Zortress,1225.2,Zortress,Safeway,1390.5,2817
,with free Coupon,Everolimus,tablet,592.54,generic,Zortress,1225.2,Zortress,Target (CVS),698.65,2817
802.52,with free Coupon,Diclofenac,capsule,768.83,brand,Voltaren,733.5,Zorvolex,CVS Pharmacy,815.08,849
802.52,with free Coupon,Diclofenac,capsule,768.83,brand,Voltaren,733.5,Zorvolex,Walgreens,817.94,869
802.52,with free Coupon,Diclofenac,capsule,768.83,brand,Voltaren,733.5,Zorvolex,Ralphs,768.83,860
802.52,with free Coupon,Diclofenac,capsule,768.83,brand,Voltaren,733.5,Zorvolex,Costco,791.28,833
802.52,with free Coupon,Diclofenac,capsule,768.83,brand,Voltaren,733.5,Zorvolex,Rite Aid,811.88,860
802.52,with free Coupon,Diclofenac,capsule,768.83,brand,Voltaren,733.5,Zorvolex,Vons Pharmacy,787.27,860
802.52,with free Coupon,Diclofenac,capsule,768.83,brand,Voltaren,733.5,Zorvolex,Albertsons (Sav-on),787.27,860
802.52,with free Discount,Diclofenac,capsule,768.83,brand,Voltaren,733.5,Zorvolex,Walmart,821.41,859
802.52,with free Coupon,Diclofenac,capsule,768.83,brand,Voltaren,733.5,Zorvolex,Safeway,787.27,860
802.52,with free Coupon,Diclofenac,capsule,768.83,brand,Voltaren,733.5,Zorvolex,Target (CVS),815.08,860
1356.99,with free Coupon,Pancrelipase,capsule,1295.58,brand,Pancrelipase,1338.3,Zenpep,CVS Pharmacy,1374.45,1559
1356.99,with free Coupon,Pancrelipase,capsule,1295.58,brand,Pancrelipase,1338.3,Zenpep,Walgreens,1378.94,1573
1356.99,with free Coupon,Pancrelipase,capsule,1295.58,brand,Pancrelipase,1338.3,Zenpep,Ralphs,1295.58,1514
1356.99,with free Coupon,Pancrelipase,capsule,1295.58,brand,Pancrelipase,1338.3,Zenpep,Costco,1334.34,1431
1356.99,with free Coupon,Pancrelipase,capsule,1295.58,brand,Pancrelipase,1338.3,Zenpep,Rite Aid,1367.98,1588
1356.99,with free Coupon,Pancrelipase,capsule,1295.58,brand,Pancrelipase,1338.3,Zenpep,Vons Pharmacy,1327.07,1514
1356.99,with free Coupon,Pancrelipase,capsule,1295.58,brand,Pancrelipase,1338.3,Zenpep,Albertsons (Sav-on),1327.07,1439
1356.99,with free Discount,Pancrelipase,capsule,1295.58,brand,Pancrelipase,1338.3,Zenpep,Walmart,1369.47,1573
1356.99,with free Coupon,Pancrelipase,capsule,1295.58,brand,Pancrelipase,1338.3,Zenpep,Safeway,1327.07,1451
1356.99,with free Coupon,Pancrelipase,capsule,1295.58,brand,Pancrelipase,1338.3,Zenpep,Target (CVS),1374.45,1546
302.29,with free Coupon,Loteprednol and Tobramycin,eye dropper,293.62,brand,Zylet,355,Zylet,CVS Pharmacy,317.61,338
302.29,with free Coupon,Loteprednol and Tobramycin,eye dropper,293.62,brand,Zylet,355,Zylet,Walgreens,311.83,371
302.29,with free Coupon,Loteprednol and Tobramycin,eye dropper,293.62,brand,Zylet,355,Zylet,Ralphs,293.62,341
302.29,with free Coupon,Loteprednol and Tobramycin,eye dropper,293.62,brand,Zylet,355,Zylet,Costco,301.36,331
302.29,with free Coupon,Loteprednol and Tobramycin,eye dropper,293.62,brand,Zylet,355,Zylet,Rite Aid,313.38,368
302.29,with free Coupon,Loteprednol and Tobramycin,eye dropper,293.62,brand,Zylet,355,Zylet,Vons Pharmacy,304.23,341
302.29,with free Coupon,Loteprednol and Tobramycin,eye dropper,293.62,brand,Zylet,355,Zylet,Albertsons (Sav-on),304.23,341
302.29,with free Discount,Loteprednol and Tobramycin,eye dropper,293.62,brand,Zylet,355,Zylet,Walmart,312.36,322
302.29,with free Coupon,Loteprednol and Tobramycin,eye dropper,293.62,brand,Zylet,355,Zylet,Safeway,304.23,341
302.29,with free Coupon,Loteprednol and Tobramycin,eye dropper,293.62,brand,Zylet,355,Zylet,Target (CVS),317.61,341
13.57,with free Coupon,Dextroamphetamine,tablet,17.55,generic,Dextroamphetamine,,Zenzedi,CVS Pharmacy,28.97,78
13.57,with free Discount,Dextroamphetamine,tablet,17.55,generic,Dextroamphetamine,,Zenzedi,Walgreens,28.44,
13.57,with free Coupon,Dextroamphetamine,tablet,17.55,generic,Dextroamphetamine,,Zenzedi,Ralphs,17.55,118
13.57,with free Coupon,Dextroamphetamine,tablet,17.55,generic,Dextroamphetamine,,Zenzedi,Rite Aid,21.48,88
13.57,with free Discount,Dextroamphetamine,tablet,17.55,generic,Dextroamphetamine,,Zenzedi,Walmart,22.11,
13.57,with free Coupon,Dextroamphetamine,tablet,17.55,generic,Dextroamphetamine,,Zenzedi,Target (CVS),27.95,78
13.57,with free Coupon,Dextroamphetamine,tablet,17.55,generic,Dextroamphetamine,,Zenzedi,Vons Pharmacy,24.35,83
13.57,with free Coupon,Dextroamphetamine,tablet,17.55,generic,Dextroamphetamine,,Zenzedi,Albertsons (Sav-on),24.35,85
13.57,with free Coupon,Dextroamphetamine,tablet,17.55,generic,Dextroamphetamine,,Zenzedi,Safeway,24.35,181
13.57,with free Coupon,Dextroamphetamine,tablet,17.55,generic,Dextroamphetamine,,Zenzedi,Costco,18.99,100
428.48,with free Coupon,Ganciclovir,bottle of gel,413.49,brand,Zirgan,426,Zirgan,CVS Pharmacy,437.74,481
428.48,with free Coupon,Ganciclovir,bottle of gel,413.49,brand,Zirgan,426,Zirgan,Target (CVS),437.74,484
428.48,with free Coupon,Ganciclovir,bottle of gel,413.49,brand,Zirgan,426,Zirgan,Vons Pharmacy,428.93,483
428.48,with free Coupon,Ganciclovir,bottle of gel,413.49,brand,Zirgan,426,Zirgan,Walgreens,439.5,524
428.48,with free Coupon,Ganciclovir,bottle of gel,413.49,brand,Zirgan,426,Zirgan,Albertsons (Sav-on),428.93,483
428.48,with free Coupon,Ganciclovir,bottle of gel,413.49,brand,Zirgan,426,Zirgan,Safeway,428.93,460
428.48,with free Coupon,Ganciclovir,bottle of gel,413.49,brand,Zirgan,426,Zirgan,Ralphs,413.49,483
428.48,with free Coupon,Ganciclovir,bottle of gel,413.49,brand,Zirgan,426,Zirgan,Rite Aid,441.05,536
